Agent_id,lost_reason,source,source_city,source_country,utm_source,utm_medium,des_city,des_country,room_type,lead_id,cat_lease,cat_budget,lead_score
41,2,126,3683,3,20,3,109,8,1,22614,1,4,0.03994838629446122
104,7,126,2921,163,20,3,73,8,3,13132,1,4,0.02928797815969291
20,15,19,2943,167,20,30,106,8,5,13795,5,5,1.150489871360655
14,16,136,638,99,20,3,104,8,5,17543,1,5,2.8062707338208313
61,0,126,2049,99,20,3,194,8,0,11949,1,0,0.0064732556865696594
74,20,126,2257,69,20,3,87,8,0,24449,1,4,4.2940510233001365
32,2,127,1894,163,20,3,194,8,5,5918,1,5,0.008168690637678434
46,30,126,175,69,20,3,6,8,0,15090,1,5,91.7925818539093
103,20,126,660,163,20,3,98,8,3,16332,1,4,2.064696628357815
20,15,280,50,163,20,3,22,8,0,790,1,5,0.4408721411503135
98,20,126,2127,163,20,3,109,8,3,20042,1,0,0.9570786995859113
22,21,126,2504,163,20,3,111,8,3,25765,1,5,1.4818099562551317
16,25,126,49,163,20,3,194,8,1,4315,0,4,18.610492433790338
52,20,126,3741,163,20,3,186,8,0,6638,1,5,0.8403177014184792
74,21,127,1618,99,20,3,87,8,5,21800,5,5,5.013467568954706
95,21,126,297,163,20,3,18,8,1,23282,2,0,5.317622409827454
20,15,136,2943,167,24,56,81,8,5,24610,1,5,0.02234286519496991
97,2,126,3741,163,20,3,165,8,0,16308,2,5,0.0015590608387930365
20,15,243,693,109,20,30,17,8,5,4818,5,5,0.4177736925703677
97,26,126,2234,86,20,3,151,8,3,2439,1,6,25.776594850556684
20,15,280,2049,99,20,3,133,8,0,24645,2,5,0.03618771340302888
17,16,126,2121,99,20,3,165,8,0,10545,1,5,1.653123413875336
109,21,280,1106,163,20,3,57,8,0,2068,1,0,0.5176954328678091
61,10,126,4062,163,3,3,73,8,1,10557,1,5,0.23798582462645446
105,16,232,3791,173,17,35,206,8,5,20682,5,5,0.0016510990411296336
19,20,126,3783,99,20,3,194,8,0,13729,2,0,1.8955386927515854
32,21,126,2402,77,20,3,194,8,1,22909,2,0,2.8082108204300296
78,16,280,870,99,20,3,200,8,0,263,5,5,0.10114236509516919
98,7,126,2049,99,20,3,194,8,3,14720,2,6,0.027291717177539566
70,30,117,1157,175,20,3,165,8,5,1858,5,5,37.36996785451422
9,0,126,918,163,20,3,130,8,3,9937,2,4,0.01268404080686824
91,0,126,4003,163,20,3,87,8,0,10025,1,5,0.002878859877092273
20,15,232,3259,99,20,30,133,8,5,8969,5,5,0.052335433722216995
80,10,126,1944,163,20,3,73,8,0,6144,1,0,0.2254341901398955
17,10,126,595,163,20,3,35,8,0,1407,1,5,1.2906134049624556
3,21,126,3689,131,20,3,151,8,0,23693,0,5,1.4574870848245511
21,16,199,3853,140,20,3,109,8,5,20798,5,5,0.09987373869447952
37,26,126,1264,31,10,16,194,8,0,1954,2,5,60.115743683124556
22,21,164,2195,163,20,30,111,8,5,359,5,5,1.3873617068646973
20,15,280,1527,99,20,3,7,8,0,8080,1,4,0.5090838832168594
25,24,136,3561,114,4,9,128,8,5,23061,0,5,8.014034623773556
80,8,126,2049,99,20,3,194,8,3,25355,0,0,0.024433915942812603
1,21,126,2921,163,20,3,151,8,0,12699,2,5,2.4287181849639476
4,30,126,1630,119,20,3,91,8,0,12120,2,4,69.72209758757462
20,15,232,2541,142,20,30,11,0,5,13962,5,5,0.11075497956873033
20,15,127,3832,163,3,3,120,8,5,2784,5,5,1.64949271642341
21,7,126,3868,163,20,3,206,8,3,8422,5,5,0.01510739009485815
20,15,232,2402,77,15,43,11,0,5,9840,5,5,0.3299648263222751
46,20,126,2440,163,20,3,151,8,3,15587,1,4,1.14978278939267
16,20,18,4173,180,15,24,109,8,5,16651,5,5,3.8704401683238063
104,30,126,2534,163,20,3,130,8,0,23072,1,5,8.941016704870655
90,2,126,3868,163,20,3,130,8,0,2717,1,4,0.005809043551063631
96,21,126,1853,163,20,3,87,8,0,9224,1,5,3.4360328313904343
106,8,126,2525,163,20,3,111,8,3,7439,2,4,0.043268342170979954
80,20,126,2780,163,20,3,109,8,3,11018,2,0,1.6183215994303408
20,15,127,2877,163,3,3,34,8,5,23043,1,5,1.5709693429918157
17,16,164,1306,99,24,56,191,8,5,23585,5,5,0.03055361149092284
54,1,126,2049,99,20,3,6,8,3,9947,0,5,0.07249496179696868
78,20,126,2385,163,20,3,160,8,0,15134,2,5,0.7959497960417499
46,1,280,288,163,20,3,2,8,0,5998,2,5,0.004008290745480966
103,16,127,2121,99,20,3,130,8,5,18241,2,5,0.5880514511014132
52,19,280,4003,163,20,3,162,8,1,780,1,5,0.05700342746170568
105,16,280,2127,163,20,3,84,8,0,6297,2,5,0.04294229189521122
39,0,126,2995,91,20,3,109,8,3,830,0,4,0.03087729530762142
111,16,280,1125,99,17,28,194,8,0,9935,2,4,0.01672040109791373
20,15,199,301,142,20,3,133,8,5,24001,5,5,0.16495614778996473
25,9,278,2943,167,20,3,165,8,5,3242,5,5,0.004142819866091404
25,26,126,190,145,20,3,98,8,3,13124,2,5,34.6953368421092
103,30,126,1392,163,20,3,109,8,0,23775,1,5,15.216448087812104
40,20,164,153,163,24,56,98,8,5,24216,5,5,0.11902799566326794
20,15,232,3470,91,20,3,47,8,5,19948,5,5,0.19904311332252828
100,25,126,1753,163,20,3,109,8,1,11952,5,5,7.07938387227461
20,15,199,1535,0,20,30,11,0,5,17032,5,5,2.1392290608754294
74,21,126,1369,163,20,3,165,8,0,24131,2,4,0.8624299207129984
47,25,164,1306,99,9,3,194,8,5,6590,5,5,17.64746490302124
5,30,126,2583,167,20,3,87,8,3,13546,1,5,41.56113117482952
20,15,232,175,69,24,56,138,0,5,10313,5,5,0.07251526333217666
17,15,126,2341,142,20,3,194,8,3,1538,2,0,0.8285812751150226
70,21,127,327,163,3,3,194,8,5,12748,2,5,5.055380909925672
109,16,126,1306,99,20,3,194,8,1,5278,2,5,0.9186029173685594
10,16,127,1743,163,3,3,29,8,5,3274,5,5,12.046808854842904
102,30,280,3169,163,20,3,2,8,3,16858,1,4,2.4251235187089835
39,18,126,2195,163,20,3,37,8,1,14260,1,5,2.659354669355608
70,21,126,3786,163,3,3,6,8,0,23148,1,4,5.7135358453540634
13,20,126,3832,163,20,3,111,8,1,24522,2,4,0.8259465357315797
112,24,126,2921,163,20,3,84,8,0,14618,0,5,3.5653140719437064
5,20,164,3191,163,20,3,165,8,5,14470,5,5,0.5666534764320796
20,15,280,2943,167,20,3,133,8,1,16865,2,5,0.015234706539682882
22,21,126,3868,163,20,3,18,8,0,8400,1,4,7.425844696479331
57,30,126,3868,163,20,3,18,8,1,14419,2,4,36.22684589895486
102,21,278,2049,99,3,3,2,8,5,23108,5,5,1.1831941010699742
40,20,127,3680,162,12,0,6,8,5,7191,0,5,10.239297111685723
20,15,280,483,100,17,28,17,8,0,20983,0,0,0.13123861289154826
19,20,126,2253,163,20,3,109,8,0,13026,2,4,2.963784777750467
21,20,126,438,163,20,3,165,8,1,4997,1,6,4.978179396405807
61,20,280,870,99,20,3,160,8,3,17838,5,4,0.19244571317152104
20,15,258,2232,163,20,3,81,8,5,2386,2,5,0.14126722554538174
6,7,126,3886,163,20,3,73,8,0,8555,2,4,0.07495491229346325
20,15,245,4027,163,23,35,22,8,5,8449,2,5,0.027029857631519976
20,15,280,31,36,20,3,133,8,0,8934,2,4,0.5673802502322425
92,20,126,297,163,20,3,18,8,1,12584,1,4,7.544523435124523
16,21,126,2943,167,17,35,35,8,1,3883,5,4,3.840352802630181
20,15,192,4173,180,15,12,7,8,5,14314,5,5,0.17426011272118008
102,21,126,854,99,20,3,130,8,0,2160,0,5,11.572126634944706
17,25,126,3861,163,20,3,98,8,3,1094,0,5,15.938232752773821
92,16,126,3172,163,20,3,160,8,1,4376,1,5,0.3177406572405547
109,21,280,4018,163,20,3,91,8,0,6107,2,4,0.089478883380563
62,21,18,4173,180,15,24,130,8,5,9135,5,5,4.317507555538266
14,25,126,2195,163,20,3,148,8,3,14695,5,4,7.81364319334113
25,24,126,2595,0,20,3,18,8,3,16346,0,0,70.21890858317808
9,21,127,503,163,20,3,109,8,5,13942,5,5,6.981329891262902
74,21,232,2028,99,20,3,130,8,5,6607,5,5,1.044556492531692
104,0,126,3922,163,20,3,18,8,0,8425,1,5,0.00604192267888111
105,21,126,2284,163,20,3,128,8,0,17816,1,5,1.0083779121466758
20,15,280,3868,163,20,3,69,8,0,19732,1,4,0.01948454545782276
20,15,280,1740,163,20,3,12,8,0,20424,1,5,0.07291751696044255
69,21,127,2333,167,20,3,12,8,5,15306,5,5,4.874628177963498
20,15,280,2943,167,20,3,7,8,0,3815,5,5,0.13653257113628192
92,25,126,4047,99,20,3,194,8,3,20615,1,5,2.1659959198243643
6,0,280,180,37,20,3,111,8,3,9557,1,4,0.007964855516475536
109,20,164,2605,99,4,9,194,8,5,1673,5,5,2.2715295737925576
3,20,232,2333,167,20,30,109,8,5,3186,5,5,0.2598426110728934
20,15,199,638,99,20,3,133,8,5,12792,5,5,0.5903601850306487
102,16,199,2757,99,20,30,194,8,5,10462,1,5,0.03396581084438873
80,10,127,1114,163,3,3,84,8,5,18008,2,5,0.29872330561265154
109,18,126,2921,163,20,3,151,8,0,15332,5,5,0.2824721581947694
10,2,126,3639,163,20,3,18,8,0,11911,1,4,0.02527831496230794
76,20,280,3831,152,20,3,87,8,3,15914,1,0,0.06738843402393306
9,16,126,2848,99,20,3,194,8,0,9902,2,4,1.0703642441187136
13,16,126,3747,76,20,3,29,8,0,21499,2,5,2.765546254396461
100,20,126,1668,163,20,3,18,8,3,6273,1,0,6.828356446935134
62,21,164,1802,112,20,30,94,12,5,8132,5,5,1.543881800968822
20,15,127,2164,163,24,56,81,8,5,12607,1,5,0.08262842378390499
6,21,127,2943,167,20,3,118,8,5,11779,5,5,3.0404810209458852
25,23,126,2936,163,20,3,91,8,0,13353,1,5,6.107602434055672
20,15,126,2384,163,20,3,81,8,0,26396,1,4,0.35680281756324217
90,29,126,2534,163,20,3,130,8,0,23595,2,5,7.4288311157073945
3,21,126,3868,163,20,3,18,8,0,13136,1,4,6.625563834374311
102,30,126,1867,109,20,3,194,8,3,3214,1,0,36.97766539165055
28,8,126,2605,99,20,3,109,8,0,13179,5,5,0.16875041902560847
47,20,126,3868,163,20,3,98,8,3,7850,1,4,1.9690061870921034
103,21,127,2237,43,3,3,194,8,5,23745,2,5,5.554711139446588
13,20,199,3671,132,20,3,87,8,5,26130,5,5,0.38761890009589983
20,15,280,2943,167,20,3,12,8,0,7113,5,5,0.10416932235130331
4,29,278,1157,175,9,3,35,8,5,3786,5,5,21.158726690897073
98,29,126,2848,99,20,3,130,8,1,3781,0,5,39.69456083126292
91,16,199,1475,31,20,3,194,8,5,6407,5,5,0.6561553988490343
12,18,126,2088,163,20,3,165,8,1,23649,2,4,0.5140277862068471
37,21,126,3154,147,20,3,165,8,0,9400,0,5,2.1628619619985794
17,21,280,4109,99,20,3,84,8,1,24768,1,5,0.17989645299993923
102,16,126,1555,175,20,3,194,8,0,5242,1,4,0.28915413584806166
20,15,232,19,163,24,56,17,8,5,14516,5,5,0.04154529111971351
78,1,280,3344,99,20,3,35,8,0,9500,2,5,0.0014336645039806223
70,0,126,2955,163,20,3,130,8,3,15568,1,4,0.002280206367142051
67,17,280,1650,99,20,3,174,8,0,21383,2,5,0.03830282455667544
20,15,280,1306,99,20,3,7,8,0,9211,5,5,0.492994384108761
103,20,18,4173,180,15,24,98,8,5,5348,5,5,3.8485528370435373
20,15,280,1697,163,20,3,22,8,0,14731,1,5,0.09688537188931558
20,15,232,177,27,3,30,133,8,5,19994,5,5,0.6448536078452736
20,15,199,2725,161,20,3,12,8,5,5353,5,5,0.6309882480046964
20,15,127,4173,4,3,3,22,8,5,3664,2,5,31.90400969332717
20,15,127,4037,163,20,3,133,8,5,20442,0,5,0.1573838870100966
105,29,136,1306,99,4,9,73,8,5,12482,5,5,64.05923494666857
105,10,199,1385,112,15,43,208,13,5,23780,5,5,0.0018093155702546804
22,8,126,2049,99,20,3,109,8,0,7210,2,5,0.32994360903059117
35,21,126,3440,163,20,3,109,8,0,11963,2,4,2.392849957743998
77,30,164,1781,165,20,3,109,8,5,24078,1,4,8.424399590063476
32,29,192,4173,180,15,7,160,8,5,8005,5,5,3.695169960024066
19,16,199,4085,163,17,28,206,8,5,12887,4,5,0.01713211253472527
98,29,126,2902,163,20,3,91,8,3,25214,2,5,7.993601241534741
111,10,126,716,163,20,3,109,8,0,14414,1,5,0.09414379159413366
6,24,126,2031,163,20,3,109,8,3,10790,0,4,12.682626268717998
4,20,126,1770,165,20,3,18,8,3,18991,2,5,6.604735250890147
105,21,126,3868,163,20,3,87,8,0,1102,2,4,2.6285410706593546
20,15,199,2265,175,20,3,104,8,5,13706,5,5,0.13050629365672822
92,10,192,4173,180,15,24,98,8,5,5272,5,5,0.007946770092356668
70,25,199,1921,99,20,3,4,8,5,19074,1,5,10.985457993402155
22,30,232,3818,131,20,3,165,8,5,10357,5,5,4.385204988233324
103,21,126,3868,163,20,3,206,8,0,25317,2,5,0.1538617487628982
98,29,126,3831,152,20,3,188,8,1,13207,0,4,5.643205407005629
109,30,126,175,69,20,3,165,8,0,16720,2,5,49.401546184605
20,15,232,3956,43,24,56,207,11,5,10536,5,5,0.01009558372070132
92,25,126,2127,163,20,3,109,8,0,189,5,5,13.593097740046725
28,21,126,92,24,20,3,165,8,3,5537,1,4,38.627800674029785
20,15,280,3868,163,20,3,64,8,1,23156,1,0,0.017417847960778384
25,20,126,2534,163,20,3,130,8,0,12262,1,4,2.1478061069734027
13,15,126,1460,163,20,3,26,8,0,19589,5,4,1.460048755084795
70,30,280,3922,163,20,3,57,8,0,13106,1,4,1.8481767569029777
16,29,126,3998,163,20,3,160,8,1,5512,2,0,20.312344313237908
25,16,280,4005,99,20,3,89,8,3,5479,2,5,0.12714551192162296
105,30,127,784,69,3,3,186,8,5,7077,2,5,76.3888199023968
20,15,199,1535,0,15,43,11,0,5,10050,5,5,2.6783798531084853
9,16,232,3352,31,26,16,194,8,5,8600,5,5,0.14359897328498725
55,16,126,2396,31,20,3,109,8,0,12532,0,5,4.540617151229025
7,20,126,3628,163,20,3,109,8,0,4263,1,5,3.5500567712588493
78,20,199,2195,163,20,3,111,8,5,20692,5,5,0.23848769639539807
100,20,232,1109,54,20,3,48,8,5,19951,5,5,1.6466570193866843
20,15,232,778,31,20,3,133,8,5,5078,5,5,1.4060082162370955
62,21,199,2655,56,20,30,98,8,5,8631,5,5,1.397400896090987
106,30,126,1243,163,20,3,165,8,0,20958,1,5,10.859688884934204
65,30,164,301,142,9,3,151,8,5,22254,5,5,25.288217721542704
111,21,126,1775,162,20,3,98,8,0,5575,5,0,3.7038147891139155
20,15,136,1527,99,20,30,133,8,5,26064,1,5,0.20280960939427928
80,21,126,2701,142,20,3,130,8,0,5337,1,4,3.3993977980569343
60,29,136,2848,99,24,56,194,8,5,13779,1,5,1.8138321186104625
103,21,199,1630,119,20,3,18,8,5,24652,5,5,1.2498267551832067
70,21,126,2220,163,20,3,48,8,0,1707,1,4,9.267106868442784
62,20,164,2385,163,20,30,194,8,5,21940,5,5,0.06467268765106224
46,30,280,3394,70,20,3,57,8,3,20965,5,4,6.515478925860959
3,21,126,4062,163,20,3,18,8,0,21553,1,4,3.6565034976831625
112,7,126,493,118,20,3,29,8,1,24591,0,6,0.09657739130834415
91,21,126,2534,163,20,3,130,8,0,25327,2,5,0.6305616671358362
92,24,280,3868,163,20,3,200,8,0,20201,0,5,0.03397690017464236
97,16,126,916,111,20,3,111,8,1,18637,1,5,1.0009121838603823
40,10,126,4081,163,20,3,130,8,0,1984,2,4,0.10316530851828111
35,21,126,3872,163,20,3,18,8,0,17463,1,5,3.6667552697394816
55,26,127,1989,99,20,3,169,8,5,9200,2,5,19.683140137932735
46,26,126,2028,99,20,3,109,8,3,17670,1,5,22.903624727240594
92,21,126,4085,163,20,3,73,8,5,1604,1,5,2.980193934255521
80,21,126,2605,99,20,3,194,8,3,10652,1,6,2.338835725774944
34,21,126,1503,33,20,3,151,8,1,8460,1,0,24.198422770245713
20,15,232,1756,76,20,30,75,12,5,15897,5,5,0.13841325660045312
20,15,232,999,163,9,3,47,8,5,12875,5,5,0.4939593324172414
16,30,126,2282,163,20,3,128,8,0,24247,2,4,19.851968926251637
106,21,126,2921,163,20,3,111,8,0,19376,2,4,0.867227173065193
112,15,127,790,163,3,3,191,8,5,6322,2,5,0.7579424589902297
6,16,127,2936,163,20,3,194,8,5,14302,2,5,0.2822380733328683
17,9,199,772,163,20,3,18,8,5,3490,5,5,0.22363437437747763
92,20,280,2635,163,17,35,84,8,3,21156,1,4,0.016703847044434866
16,20,126,331,163,20,3,29,8,0,9823,1,0,16.472299047630077
51,2,126,2020,163,20,3,18,8,3,3667,2,4,0.050980244834163635
10,29,127,3581,163,20,3,194,8,5,10151,1,5,12.54979275522853
20,15,117,3521,135,20,3,133,8,5,19722,5,5,0.3603574653608961
80,15,127,1793,109,20,3,194,8,5,25357,5,5,0.16499360188557435
25,10,126,2573,163,20,3,111,8,0,57,1,4,0.28948106773958504
111,21,126,2063,163,20,3,111,8,1,21659,0,5,0.9581687282922687
70,16,126,2282,163,20,3,194,8,0,16735,1,5,0.1696387094865218
109,29,280,1781,165,20,3,186,8,3,22492,0,5,0.26306208186127283
20,15,127,2049,99,20,3,81,8,5,23532,1,5,1.2157053444797963
61,21,126,3741,163,20,3,29,8,3,6995,5,0,5.401014595580065
20,15,232,3259,99,15,43,138,0,5,22136,5,5,0.01979264622856313
20,15,280,3868,163,20,3,17,8,0,4497,1,0,0.09890860557697108
102,20,280,999,163,20,3,57,8,0,650,1,4,0.43928828547636417
10,18,126,297,163,3,3,18,8,0,21444,1,5,13.330381425129003
44,21,126,660,163,20,3,165,8,3,7897,1,4,4.200650559945541
10,25,199,778,31,20,3,48,8,5,16381,5,5,41.51140697525211
20,15,126,3785,99,20,3,81,8,0,17791,1,4,1.0070007057280455
4,0,126,4167,163,20,3,111,8,0,17262,1,5,0.0031052837237495797
109,26,126,2460,99,20,3,165,8,0,17004,1,4,7.44000079429642
20,15,164,3069,8,15,43,80,6,5,9048,5,5,1.1998928032917786
20,15,232,2913,163,20,3,14,8,5,8897,5,5,0.23680571824168747
40,20,126,27,163,20,3,194,8,3,1723,1,4,4.476091724110933
65,21,126,2208,134,20,3,130,8,0,5006,1,0,5.6946614083991385
25,18,206,3922,163,3,3,111,8,5,21071,5,5,0.27775653436678516
69,0,126,1351,91,20,3,111,8,0,23643,2,5,0.008950089936413235
35,21,280,40,99,12,0,188,8,0,2359,5,5,1.6839339316326525
100,20,232,1213,43,9,3,186,8,5,3962,5,5,2.366078377662003
10,16,126,3868,163,20,3,91,8,0,9612,1,4,0.8407145312981519
109,16,280,3832,163,20,3,191,8,0,15854,1,5,0.003794246571090493
37,16,126,2897,163,20,3,98,8,3,4938,1,4,1.1327155290430309
7,21,126,726,174,20,3,130,8,0,3195,5,5,9.200185646887233
47,20,164,576,142,20,3,194,8,5,8251,5,5,1.4612214941240893
21,16,126,2534,163,20,3,109,8,0,19552,1,5,0.5174393171372799
47,20,126,2636,78,17,35,87,8,0,14834,1,5,2.621211222800032
12,15,126,1461,178,20,3,194,8,1,816,2,5,0.6737304781956636
14,21,232,31,36,20,3,95,8,5,22803,5,5,4.976468113641432
17,20,280,1594,118,20,3,18,8,3,25054,2,5,0.4825068500436052
19,29,126,331,163,3,3,165,8,1,8834,2,0,66.34002320083653
69,15,164,588,163,24,56,194,8,5,6108,5,5,0.019972833667888552
10,23,126,3785,99,20,3,194,8,0,9972,5,4,5.80516305099569
20,15,280,1781,165,20,3,69,8,1,8546,5,4,0.08211979931503888
7,16,258,2943,167,15,43,50,8,5,24728,2,5,0.013365158265499994
40,0,126,3741,163,20,3,18,8,0,16717,1,4,0.007193457858791405
104,21,126,2311,131,20,3,50,8,0,4219,1,4,8.722666914610214
70,30,126,2848,99,20,3,151,8,0,8717,5,5,39.933198353853186
25,2,126,1265,163,20,3,109,8,3,5617,2,4,0.028975308400899406
79,29,126,323,144,20,3,50,8,0,8759,2,4,63.01548662897526
46,20,199,3354,163,20,3,87,8,5,14798,5,5,0.4096514990127184
97,16,127,3868,163,20,3,194,8,5,19846,5,5,0.05544307384825152
13,26,126,2605,99,20,3,109,8,0,8357,2,4,38.871544423125016
16,9,126,2723,163,20,3,109,8,0,24984,1,4,0.043879906001990744
9,10,126,3785,99,20,3,87,8,0,18210,2,5,0.22379647940705538
78,15,126,3868,163,20,3,194,8,0,1393,1,5,0.1789233327182596
87,20,126,3861,163,20,3,109,8,0,5156,1,4,1.4369757033864812
20,15,136,3393,178,24,56,133,8,5,22208,1,5,0.010772869875131479
104,20,199,2681,99,3,3,194,8,5,1313,5,5,1.6624860713920855
109,21,126,1250,163,20,3,109,8,3,15128,1,4,2.0428448434270323
106,20,280,1475,31,20,3,48,8,0,12278,2,5,1.3451211267744057
7,10,126,2725,161,20,3,165,8,0,18568,1,4,0.05618444216352824
55,16,280,1921,99,17,35,194,8,1,12148,1,5,0.014004821202889536
109,21,126,1243,163,20,3,109,8,1,23074,2,4,1.2292867576660265
34,21,126,2605,99,20,3,130,8,0,9322,0,5,7.842444479148432
20,15,232,2596,163,20,3,69,8,5,11681,5,5,0.12313412372028483
78,25,126,1886,163,20,3,98,8,0,6082,5,5,13.086337585427701
60,10,126,1781,165,20,3,160,8,3,17359,2,4,0.049046550845612824
37,16,192,4173,180,15,24,89,8,5,24225,5,5,0.02651265453039185
109,19,18,4173,180,15,24,59,8,5,19044,5,5,1.6839878407996056
97,26,280,3029,99,12,0,194,8,0,8878,1,5,0.8682835205222
20,15,280,3688,163,20,3,22,8,0,23856,1,4,0.026166754297593287
65,16,127,2943,167,20,3,194,8,5,10298,0,5,0.19348627388368334
6,18,126,297,163,20,3,26,8,3,10244,5,4,9.8513113398608
9,16,164,1731,142,20,3,111,8,5,14408,5,5,0.6833690895074086
20,17,127,1355,99,20,3,166,8,5,25148,1,5,1.040183856573045
19,20,126,273,118,20,3,35,8,3,22339,1,5,12.711021183094118
46,20,126,2534,163,20,3,148,8,0,19824,1,4,0.8840613049603426
103,29,126,2723,163,20,3,50,8,1,23110,2,6,13.499776463587729
102,20,192,4173,180,15,7,160,8,5,19365,5,5,0.05966632239349964
20,15,117,1186,163,20,3,81,8,5,4769,5,5,2.500942289960529
107,20,126,119,61,20,3,87,8,0,16037,1,5,11.982340628540738
55,21,199,2534,163,20,3,130,8,5,408,1,5,1.1301619989408307
80,16,127,1322,174,20,3,160,8,5,1750,5,5,0.6598915187237177
74,8,126,1923,131,20,3,160,8,3,15176,2,6,0.041810365679412445
20,15,127,339,163,20,3,81,8,5,25408,1,5,0.7498871796207994
80,10,126,3174,78,20,3,18,8,0,8103,1,4,0.7857410330187858
51,18,164,2848,99,20,3,194,8,5,290,5,5,1.1060337589197773
16,20,126,3856,125,20,3,165,8,1,18505,2,5,1.169384894072355
62,20,126,1292,163,20,3,35,8,0,12750,2,5,5.857441039300673
61,16,280,1808,150,20,3,57,8,0,23769,2,4,0.039164255510637964
57,25,232,694,163,9,3,35,8,5,24439,5,5,3.9838272634578993
20,15,126,2790,163,20,3,81,8,0,1328,1,4,1.5883206512893928
88,21,126,990,178,20,3,109,8,0,13252,1,4,2.515673277519947
74,21,245,1894,163,20,3,194,8,5,7888,1,5,0.1527958858564479
32,16,126,2605,99,20,3,194,8,0,22245,5,5,0.40120050357047327
20,15,232,1389,8,15,43,11,0,5,13669,5,5,1.0651217183172745
52,10,126,3440,163,20,3,18,8,0,686,1,5,0.4100048215306009
57,21,136,1503,33,20,30,118,8,5,23933,5,5,3.066430121295093
18,24,232,1056,149,20,30,184,7,5,6127,5,5,0.5921306929365253
98,18,195,2223,163,20,3,188,8,5,13227,5,5,0.08225719358058087
104,18,126,1535,0,20,3,18,8,0,11524,2,4,25.01667560338563
18,16,126,339,163,20,3,111,8,3,4953,5,4,2.9024388228456837
20,17,122,2501,167,20,3,199,8,5,24189,2,5,0.19874076497320087
57,21,126,2936,163,20,3,91,8,1,7176,1,4,3.779710026074691
63,18,280,1090,31,20,3,12,8,3,15573,1,5,1.517280303286324
111,21,280,696,163,20,3,194,8,0,11015,5,0,0.07440902209413423
70,20,126,2028,99,20,3,6,8,3,20525,1,5,8.68544002400081
60,15,280,3380,163,17,35,194,8,3,10959,1,6,0.0022753830663317454
105,20,126,1781,165,20,3,18,8,0,1492,1,4,7.8027863783737255
19,10,170,4173,180,28,10,194,8,5,1953,6,6,0.008918722815350229
104,16,280,1753,163,20,3,186,8,0,20766,2,5,0.006447474640658491
19,16,199,2596,163,20,30,194,8,5,25781,2,1,0.011901586382987502
65,30,126,2308,3,20,3,194,8,3,19917,2,6,52.588519672898215
30,20,136,550,176,20,3,109,8,5,18327,5,5,2.232896604315863
49,21,126,357,163,20,3,18,8,1,7118,1,4,19.213699927203066
6,15,126,851,163,20,3,160,8,0,9614,2,4,0.9229622303732594
103,29,126,1781,165,20,3,91,8,0,3981,1,4,33.67762676850327
91,25,126,188,163,20,3,6,8,0,7075,5,5,38.00461888682909
83,15,126,916,111,20,3,81,8,0,20686,2,4,1.0408146406792986
46,26,126,2943,167,20,3,109,8,1,571,2,5,18.825920345112877
80,20,164,2943,167,20,3,18,8,5,18159,5,5,1.0325290954095034
9,21,126,3272,163,20,3,165,8,3,11491,1,4,1.861842418145196
57,25,126,3868,163,20,3,18,8,3,2971,0,4,21.104495710565566
22,25,126,2511,99,20,3,109,8,1,23169,0,5,14.20982349912735
57,25,199,2220,163,20,3,188,8,5,20236,5,5,0.594734767320752
103,15,126,1804,176,24,56,6,8,0,4975,0,4,0.13256898926006325
103,20,280,1306,99,20,3,48,8,0,5494,1,5,0.8173002970182879
41,30,126,3164,163,20,3,29,8,3,3719,2,0,62.097305217727964
111,21,126,1236,163,20,3,111,8,0,2544,1,4,4.477692508680647
20,15,127,97,131,20,3,120,8,5,16488,2,5,1.5711827038589952
69,21,127,3868,163,3,3,91,8,5,16354,5,5,3.3368056255785636
20,15,126,1541,163,20,3,81,8,3,17821,2,4,0.831387537521648
13,20,280,3488,77,20,3,118,8,0,2577,1,5,0.7324034173065014
74,30,126,916,111,20,3,165,8,3,23759,5,5,25.201635766732572
63,20,126,2701,142,20,3,111,8,1,21698,1,5,1.240608220608242
21,20,126,1369,163,20,3,73,8,3,14090,2,0,5.606712160022346
62,29,126,2511,99,20,3,35,8,0,6888,1,5,70.526696168996
70,29,280,1650,99,24,56,194,8,1,4917,1,0,0.32851845308291694
77,29,199,1306,99,20,3,120,8,5,702,5,5,31.44612965304289
54,21,199,297,163,20,3,6,8,5,22325,5,5,2.2056190992725027
13,21,280,1753,163,20,3,2,8,3,12881,1,5,0.8494652118063285
63,1,126,638,99,20,3,130,8,3,16706,1,4,0.019100992822965415
20,15,232,778,31,20,3,113,8,5,8459,5,5,1.3927441679979577
104,21,280,1781,165,20,3,111,8,3,21746,0,0,0.0629738776283029
112,20,126,3708,99,20,3,91,8,1,24499,2,5,1.0488991303058113
28,16,136,2594,99,20,30,194,8,5,56,1,5,0.4964427129774819
74,21,126,1369,163,20,3,73,8,3,1573,2,4,9.184930156445708
105,21,126,3868,163,20,3,91,8,0,4988,2,5,1.9312173452172947
20,17,39,2605,99,26,39,208,13,5,13389,1,3,0.7365545292631229
102,16,127,1283,163,3,3,194,8,5,11694,2,5,0.6439235585261525
10,20,280,2049,99,17,28,89,8,0,13522,1,0,0.2836582791140315
60,16,126,3191,163,20,3,29,8,0,4385,2,0,1.876781488041971
7,21,126,3868,163,20,3,151,8,0,7623,0,5,2.2931698993040013
24,11,126,2396,31,20,3,109,8,1,1267,5,5,2.8366946961202877
